S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7423,17/09/2020,Rajasthan,107680,17049,89352,1279
7424,18/09/2020,Rajasthan,109473,17495,90685,1293
7425,19/09/2020,Rajasthan,111290,17717,92265,1308
7426,20/09/2020,Rajasthan,113124,17997,93805,1322
7427,21/09/2020,Rajasthan,114989,18184,95469,1336
7428,22/09/2020,Rajasthan,116881,18245,97284,1352
7429,23/09/2020,Rajasthan,118793,18614,98812,1367
7430,24/09/2020,Rajasthan,120739,18992,100365,1382
7431,25/09/2020,Rajasthan,122720,18993,102330,1397
7432,26/09/2020,Rajasthan,124730,19030,104288,1412
7433,27/09/2020,Rajasthan,126775,19355,105994,1426
7434,28/09/2020,Rajasthan,128859,19700,107718,1441
7435,29/09/2020,Rajasthan,130971,20043,109472,1456
7436,30/09/2020,Rajasthan,133119,20376,111272,1471
7437,01/10/2020,Rajasthan,135292,20581,113225,1486
7438,02/10/2020,Rajasthan,137485,20807,115178,1500
7439,03/10/2020,Rajasthan,139696,20942,117238,1516
7440,04/10/2020,Rajasthan,141846,21075,119241,1530
7441,05/10/2020,Rajasthan,144030,21154,121331,1545
7442,06/10/2020,Rajasthan,146195,21215,123421,1559
7443,07/10/2020,Rajasthan,148316,21294,125448,1574
7444,08/10/2020,Rajasthan,150467,21351,127526,1590
7445,09/10/2020,Rajasthan,152605,21382,129618,1605
7446,10/10/2020,Rajasthan,154785,21398,131766,1621
7447,11/10/2020,Rajasthan,156908,21354,133918,1636
7448,12/10/2020,Rajasthan,159052,21412,135990,1650
7449,13/10/2020,Rajasthan,161184,21671,137848,1665
7450,14/10/2020,Rajasthan,163219,21924,139616,1679
7451,15/10/2020,Rajasthan,165240,21711,141835,1694
7452,16/10/2020,Rajasthan,167279,21587,143984,1708
7453,17/10/2020,Rajasthan,169289,21381,146185,1723
7454,18/10/2020,Rajasthan,171281,21255,148291,1735
7455,19/10/2020,Rajasthan,173266,21139,150379,1748
7456,20/10/2020,Rajasthan,175226,20893,152573,1760
7457,21/10/2020,Rajasthan,177123,20254,155095,1774
7458,22/10/2020,Rajasthan,178933,19185,157960,1788
7459,23/10/2020,Rajasthan,180755,18341,160614,1800
7460,24/10/2020,Rajasthan,182570,17775,162981,1814
7461,25/10/2020,Rajasthan,184422,17100,165496,1826
7462,26/10/2020,Rajasthan,186243,16668,167736,1839
7463,27/10/2020,Rajasthan,188048,16233,169962,1853
7464,28/10/2020,Rajasthan,189844,15949,172028,1867
7465,29/10/2020,Rajasthan,191629,15708,174044,1877
7466,30/10/2020,Rajasthan,193419,15554,175977,1888
7467,31/10/2020,Rajasthan,195213,15251,178064,1898
7468,01/11/2020,Rajasthan,196993,15102,179984,1907
7469,02/11/2020,Rajasthan,198747,15255,181575,1917
7470,03/11/2020,Rajasthan,200495,15889,182680,1926
7471,04/11/2020,Rajasthan,202220,16385,183899,1936
7472,05/11/2020,Rajasthan,203990,16323,185722,1945
7473,06/11/2020,Rajasthan,205800,16301,187544,1955
7474,07/11/2020,Rajasthan,207597,16277,189354,1966
7475,08/11/2020,Rajasthan,209438,16327,191132,1979
7476,09/11/2020,Rajasthan,211310,16376,192945,1989
7477,10/11/2020,Rajasthan,213169,16542,194629,1998
7478,11/11/2020,Rajasthan,215071,16725,196338,2008
7479,12/11/2020,Rajasthan,217151,16993,198139,2019
7480,13/11/2020,Rajasthan,219327,17352,199943,2032
7481,14/11/2020,Rajasthan,221471,17657,201770,2044
7482,15/11/2020,Rajasthan,223633,18053,203524,2056
7483,16/11/2020,Rajasthan,225817,18337,205414,2066
7484,17/11/2020,Rajasthan,227986,18684,207224,2078
7485,18/11/2020,Rajasthan,230180,19033,209058,2089
7486,19/11/2020,Rajasthan,232358,19478,210779,2101
7487,20/11/2020,Rajasthan,234907,20168,212623,2116
7488,21/11/2020,Rajasthan,237669,20923,214616,2130
7489,22/11/2020,Rajasthan,240676,21951,216579,2146
7490,23/11/2020,Rajasthan,243936,23190,218583,2163
7491,24/11/2020,Rajasthan,247168,24116,220871,2181
7492,25/11/2020,Rajasthan,250482,25197,223085,2200
7493,26/11/2020,Rajasthan,253767,26320,225229,2218
7494,27/11/2020,Rajasthan,256947,27302,227408,2237
7495,28/11/2020,Rajasthan,260040,28183,229602,2255
7496,29/11/2020,Rajasthan,262805,28751,231780,2274
7497,30/11/2020,Rajasthan,265386,28758,234336,2292
7498,01/12/2020,Rajasthan,268063,28653,237098,2312
7499,02/12/2020,Rajasthan,270410,27974,240105,2331
7500,24/05/2020,Sikkim,1,1,0,0
7501,25/05/2020,Sikkim,1,1,0,0
7502,26/05/2020,Sikkim,1,1,0,0
7503,27/05/2020,Sikkim,1,1,0,0
7504,28/05/2020,Sikkim,1,1,0,0
7505,29/05/2020,Sikkim,1,1,0,0
7506,30/05/2020,Sikkim,1,1,0,0
7507,31/05/2020,Sikkim,1,1,0,0
7508,01/06/2020,Sikkim,1,1,0,0
7509,02/06/2020,Sikkim,1,1,0,0
7510,03/06/2020,Sikkim,1,1,0,0
7511,04/06/2020,Sikkim,2,2,0,0
7512,05/06/2020,Sikkim,2,2,0,0
7513,06/06/2020,Sikkim,3,3,0,0
7514,07/06/2020,Sikkim,7,7,0,0
7515,08/06/2020,Sikkim,7,7,0,0
7516,09/06/2020,Sikkim,7,7,0,0
7517,10/06/2020,Sikkim,13,13,0,0
7518,11/06/2020,Sikkim,13,13,0,0
7519,12/06/2020,Sikkim,14,12,2,0
7520,13/06/2020,Sikkim,63,61,2,0
7521,14/06/2020,Sikkim,63,59,4,0
7522,15/06/2020,Sikkim,68,64,4,0
7523,16/06/2020,Sikkim,68,64,4,0
7524,17/06/2020,Sikkim,70,66,4,0
7525,18/06/2020,Sikkim,70,66,4,0
7526,19/06/2020,Sikkim,70,65,5,0
7527,20/06/2020,Sikkim,70,65,5,0
7528,21/06/2020,Sikkim,70,45,25,0
7529,22/06/2020,Sikkim,78,53,25,0
7530,23/06/2020,Sikkim,78,49,29,0
7531,24/06/2020,Sikkim,79,50,29,0
7532,25/06/2020,Sikkim,84,45,39,0
7533,26/06/2020,Sikkim,85,46,39,0
7534,27/06/2020,Sikkim,86,47,39,0
7535,28/06/2020,Sikkim,87,41,46,0
7536,29/06/2020,Sikkim,88,39,49,0
7537,30/06/2020,Sikkim,88,38,50,0
7538,01/07/2020,Sikkim,89,37,52,0
7539,02/07/2020,Sikkim,101,48,53,0
7540,03/07/2020,Sikkim,102,49,53,0
7541,04/07/2020,Sikkim,102,49,53,0
7542,05/07/2020,Sikkim,103,45,58,0
7543,06/07/2020,Sikkim,123,62,61,0
7544,07/07/2020,Sikkim,125,60,65,0
7545,08/07/2020,Sikkim,125,55,70,0
7546,09/07/2020,Sikkim,133,62,71,0
7547,10/07/2020,Sikkim,134,62,72,0
7548,11/07/2020,Sikkim,134,54,80,0
7549,12/07/2020,Sikkim,151,71,80,0
7550,13/07/2020,Sikkim,153,72,81,0
7551,14/07/2020,Sikkim,192,106,86,0
7552,15/07/2020,Sikkim,209,122,87,0
7553,16/07/2020,Sikkim,220,133,87,0
7554,17/07/2020,Sikkim,243,155,88,0
7555,18/07/2020,Sikkim,266,176,90,0
7556,19/07/2020,Sikkim,275,185,90,0
7557,20/07/2020,Sikkim,283,191,92,0
7558,21/07/2020,Sikkim,305,213,92,0
7559,22/07/2020,Sikkim,330,222,108,0
7560,23/07/2020,Sikkim,438,326,112,0
7561,24/07/2020,Sikkim,460,338,122,0
7562,25/07/2020,Sikkim,477,335,142,0
7563,26/07/2020,Sikkim,499,357,142,0
7564,27/07/2020,Sikkim,545,397,148,0
7565,28/07/2020,Sikkim,555,380,174,1
7566,29/07/2020,Sikkim,579,392,186,1
7567,30/07/2020,Sikkim,596,397,198,1
7568,31/07/2020,Sikkim,610,395,214,1
7569,01/08/2020,Sikkim,639,407,231,1
7570,02/08/2020,Sikkim,650,380,269,1
7571,03/08/2020,Sikkim,658,368,289,1
7572,04/08/2020,Sikkim,688,390,297,1
7573,05/08/2020,Sikkim,783,483,299,1
7574,06/08/2020,Sikkim,800,496,303,1
7575,07/08/2020,Sikkim,829,475,353,1
7576,08/08/2020,Sikkim,854,447,406,1
7577,09/08/2020,Sikkim,860,389,470,1
7578,10/08/2020,Sikkim,866,371,494,1
7579,11/08/2020,Sikkim,910,399,510,1
7580,12/08/2020,Sikkim,913,378,534,1
7581,13/08/2020,Sikkim,930,379,550,1
7582,14/08/2020,Sikkim,931,349,581,1
7583,15/08/2020,Sikkim,1080,456,623,1
7584,16/08/2020,Sikkim,1148,486,661,1
7585,17/08/2020,Sikkim,1167,493,673,1
7586,18/08/2020,Sikkim,1187,485,701,1
7587,19/08/2020,Sikkim,1207,450,755,2
7588,20/08/2020,Sikkim,1232,440,789,3
7589,21/08/2020,Sikkim,1290,460,827,3
7590,22/08/2020,Sikkim,1336,499,834,3
7591,23/08/2020,Sikkim,1381,507,871,3
7592,24/08/2020,Sikkim,1403,529,871,3
7593,25/08/2020,Sikkim,1446,509,934,3
7594,26/08/2020,Sikkim,1475,418,1054,3
7595,27/08/2020,Sikkim,1486,407,1076,3
7596,28/08/2020,Sikkim,1542,388,1151,3
7597,29/08/2020,Sikkim,1576,389,1184,3
7598,30/08/2020,Sikkim,1602,404,1195,3
7599,31/08/2020,Sikkim,1627,404,1220,3
7600,01/09/2020,Sikkim,1652,424,1225,3
7601,02/09/2020,Sikkim,1670,429,1237,4
7602,03/09/2020,Sikkim,1704,431,1269,4
7603,04/09/2020,Sikkim,1738,430,1304,4
7604,05/09/2020,Sikkim,1843,509,1329,5
7605,06/09/2020,Sikkim,1901,549,1347,5
7606,07/09/2020,Sikkim,1910,534,1371,5
7607,08/09/2020,Sikkim,1939,538,1396,5
7608,09/09/2020,Sikkim,1958,538,1413,7
7609,10/09/2020,Sikkim,1989,553,1429,7
7610,11/09/2020,Sikkim,2009,532,1470,7
7611,12/09/2020,Sikkim,2026,532,1486,8
7612,13/09/2020,Sikkim,2055,541,1503,11
7613,14/09/2020,Sikkim,2086,567,1505,14
7614,15/09/2020,Sikkim,2119,582,1521,16
7615,16/09/2020,Sikkim,2173,464,1690,19
7616,17/09/2020,Sikkim,2221,480,1722,19
7617,18/09/2020,Sikkim,2274,463,1789,22
7618,19/09/2020,Sikkim,2303,422,1857,24
7619,20/09/2020,Sikkim,2423,426,1972,25
7620,21/09/2020,Sikkim,2472,469,1975,28
7621,22/09/2020,Sikkim,2528,513,1986,29
7622,23/09/2020,Sikkim,2594,556,2009,29
7623,24/09/2020,Sikkim,2628,575,2023,30
7624,25/09/2020,Sikkim,2692,607,2054,31
7625,26/09/2020,Sikkim,2785,679,2075,31
7626,27/09/2020,Sikkim,2833,705,2097,31
7627,28/09/2020,Sikkim,2871,692,2146,33
7628,29/09/2020,Sikkim,2896,698,2164,34
7629,30/09/2020,Sikkim,2937,667,2235,35
7630,01/10/2020,Sikkim,3012,672,2303,37
7631,02/10/2020,Sikkim,3050,636,2375,39
7632,03/10/2020,Sikkim,3092,642,2409,41
7633,04/10/2020,Sikkim,3131,640,2448,43
7634,05/10/2020,Sikkim,3174,649,2480,45
7635,06/10/2020,Sikkim,3191,598,2547,46
7636,07/10/2020,Sikkim,3216,580,2587,49
7637,08/10/2020,Sikkim,3234,570,2615,49
7638,09/10/2020,Sikkim,3246,545,2650,51
7639,10/10/2020,Sikkim,3278,504,2721,53
7640,11/10/2020,Sikkim,3321,450,2816,55
7641,12/10/2020,Sikkim,3359,384,2920,55
7642,13/10/2020,Sikkim,3366,384,2925,57
7643,14/10/2020,Sikkim,3417,344,3014,59
7644,15/10/2020,Sikkim,3459,325,3075,59
7645,16/10/2020,Sikkim,3500,312,3129,59
7646,17/10/2020,Sikkim,3531,295,3177,59
7647,18/10/2020,Sikkim,3567,275,3233,59
7648,19/10/2020,Sikkim,3597,272,3265,60
7649,20/10/2020,Sikkim,3601,263,3276,62
7650,21/10/2020,Sikkim,3643,254,3326,63
7651,22/10/2020,Sikkim,3677,253,3361,63
7652,23/10/2020,Sikkim,3727,254,3410,63
7653,24/10/2020,Sikkim,3770,242,3465,63
7654,25/10/2020,Sikkim,3819,266,3490,63
7655,26/10/2020,Sikkim,3835,246,3525,64
7656,27/10/2020,Sikkim,3840,245,3530,65
7657,28/10/2020,Sikkim,3863,262,3534,67
7658,29/10/2020,Sikkim,3875,263,3545,67
7659,30/10/2020,Sikkim,3893,268,3558,67
7660,31/10/2020,Sikkim,3913,254,3591,68
7661,01/11/2020,Sikkim,3940,251,3617,72
7662,02/11/2020,Sikkim,3958,234,3651,73
7663,03/11/2020,Sikkim,3967,239,3655,73
7664,04/11/2020,Sikkim,4004,271,3660,73
7665,05/11/2020,Sikkim,4067,254,3740,73
7666,06/11/2020,Sikkim,4093,240,3778,75
7667,07/11/2020,Sikkim,4144,283,3786,75
7668,08/11/2020,Sikkim,4195,314,3805,76
7669,09/11/2020,Sikkim,4245,273,3894,78
7670,10/11/2020,Sikkim,4257,268,3910,79
7671,11/11/2020,Sikkim,4308,305,3923,80
7672,12/11/2020,Sikkim,4344,291,3971,82
7673,13/11/2020,Sikkim,4368,264,4019,85
7674,14/11/2020,Sikkim,4415,293,4036,86
7675,15/11/2020,Sikkim,4456,296,4073,87
7676,16/11/2020,Sikkim,4498,284,4125,89
7677,17/11/2020,Sikkim,4521,293,4137,91
7678,18/11/2020,Sikkim,4548,312,4144,92
7679,19/11/2020,Sikkim,4577,300,4182,95
7680,20/11/2020,Sikkim,4609,296,4218,95
7681,21/11/2020,Sikkim,4632,265,4271,96
7682,22/11/2020,Sikkim,4691,289,4304,98
7683,23/11/2020,Sikkim,4722,278,4345,99
7684,24/11/2020,Sikkim,4736,230,4406,100
7685,25/11/2020,Sikkim,4777,238,4437,102
7686,26/11/2020,Sikkim,4819,236,4481,102
7687,27/11/2020,Sikkim,4871,268,4501,102
7688,28/11/2020,Sikkim,4908,264,4541,103
7689,29/11/2020,Sikkim,4967,288,4572,107
7690,30/11/2020,Sikkim,4985,268,4609,108
7691,01/12/2020,Sikkim,4989,248,4632,109
7692,02/12/2020,Sikkim,5031,284,4637,110
7693,12/03/2020,State assignment pending,0,0,0,0
7694,13/03/2020,State assignment pending,0,0,0,0
7695,14/03/2020,State assignment pending,0,0,0,0
7696,15/03/2020,State assignment pending,0,0,0,0
7697,16/03/2020,State assignment pending,0,0,0,0
7698,17/03/2020,State assignment pending,0,0,0,0
7699,18/03/2020,State assignment pending,0,0,0,0
7700,19/03/2020,State assignment pending,0,0,0,0
7701,20/03/2020,State assignment pending,0,0,0,0
7702,21/03/2020,State assignment pending,0,0,0,0
7703,22/03/2020,State assignment pending,0,0,0,0
7704,23/03/2020,State assignment pending,0,0,0,0
7705,24/03/2020,State assignment pending,0,0,0,0
7706,25/03/2020,State assignment pending,0,0,0,0
7707,26/03/2020,State assignment pending,0,0,0,0
7708,27/03/2020,State assignment pending,0,0,0,0
7709,28/03/2020,State assignment pending,0,0,0,0
7710,29/03/2020,State assignment pending,0,0,0,0
7711,30/03/2020,State assignment pending,0,0,0,0
7712,31/03/2020,State assignment pending,38,38,0,0
7713,03/04/2020,State assignment pending,18,18,,
7714,01/05/2020,State assignment pending,291,291,0,0
7715,02/05/2020,State assignment pending,179,179,0,0
7716,03/05/2020,State assignment pending,124,124,0,0
7717,16/05/2020,State assignment pending,230,230,0,0
7718,17/05/2020,State assignment pending,290,290,0,0
7719,18/05/2020,State assignment pending,410,410,0,0
7720,19/05/2020,State assignment pending,814,814,0,0
7721,20/05/2020,State assignment pending,1096,1096,0,0
7722,21/05/2020,State assignment pending,1403,1403,0,0
7723,22/05/2020,State assignment pending,1620,1620,0,0
7724,23/05/2020,State assignment pending,1899,1899,0,0
7725,24/05/2020,State assignment pending,2338,2338,0,0
7726,25/05/2020,State assignment pending,2642,2642,0,0
7727,26/05/2020,State assignment pending,2970,2970,0,0
7728,27/05/2020,State assignment pending,4013,4013,0,0
7729,28/05/2020,State assignment pending,4332,4332,0,0
7730,29/05/2020,State assignment pending,4673,4673,0,0
7731,30/05/2020,State assignment pending,5043,5043,0,0
7732,31/05/2020,State assignment pending,5491,5491,0,0
7733,01/06/2020,State assignment pending,5630,5630,0,0
7734,02/06/2020,State assignment pending,6414,6414,0,0
7735,03/06/2020,State assignment pending,7123,7123,0,0
7736,04/06/2020,State assignment pending,7483,7483,0,0
7737,05/06/2020,State assignment pending,7610,7610,0,0
7738,06/06/2020,State assignment pending,8192,8192,0,0
7739,07/06/2020,State assignment pending,8605,8605,0,0
7740,08/06/2020,State assignment pending,9189,9189,0,0
7741,09/06/2020,State assignment pending,8803,8803,0,0
7742,10/06/2020,State assignment pending,9227,9227,0,0
7743,11/06/2020,State assignment pending,8931,8931,0,0
7744,12/06/2020,State assignment pending,8315,8315,0,0
7745,13/06/2020,State assignment pending,7984,7984,0,0
7746,14/06/2020,State assignment pending,7436,7436,0,0
7747,15/06/2020,State assignment pending,6972,6972,0,0
7748,16/06/2020,State assignment pending,7684,7684,0,0
7749,17/06/2020,State assignment pending,8273,8273,0,0
7750,18/06/2020,State assignment pending,8703,8703,0,0
7751,19/06/2020,State assignment pending,8927,8927,0,0
7752,20/06/2020,State assignment pending,9265,9265,0,0
7753,21/06/2020,State assignment pending,9127,9127,0,0
7754,22/06/2020,State assignment pending,7832,7832,0,0
7755,23/06/2020,State assignment pending,8015,8015,0,0
7756,24/06/2020,State assignment pending,8141,8141,0,0
7757,25/06/2020,State assignment pending,8493,8493,0,0
7758,26/06/2020,State assignment pending,8123,8123,0,0
7759,27/06/2020,State assignment pending,8023,8023,0,0
7760,28/06/2020,State assignment pending,7839,7839,0,0
7761,29/06/2020,State assignment pending,7285,7285,0,0
7762,30/06/2020,State assignment pending,7004,7004,0,0
7763,01/07/2020,State assignment pending,6915,6915,0,0
7764,02/07/2020,State assignment pending,6832,6832,0,0
7765,03/07/2020,State assignment pending,6031,6031,0,0
7766,04/07/2020,State assignment pending,4999,4999,0,0
7767,05/07/2020,State assignment pending,4629,4629,0,0
7768,06/07/2020,State assignment pending,4913,4913,0,0
7769,07/07/2020,State assignment pending,5034,5034,0,0
7770,08/07/2020,State assignment pending,5018,5018,0,0
7771,09/07/2020,State assignment pending,4385,4385,0,0
7772,10/07/2020,State assignment pending,4161,4161,0,0
7773,11/07/2020,State assignment pending,3416,3416,0,0
7774,12/07/2020,State assignment pending,3024,3024,0,0
7775,13/07/2020,State assignment pending,2358,2358,0,0
7776,14/07/2020,State assignment pending,2179,2179,0,0
7777,15/07/2020,State assignment pending,1524,1524,0,0
7778,16/07/2020,State assignment pending,1285,1285,0,0
7779,17/07/2020,State assignment pending,531,531,0,0
7780,18/07/2020,State assignment pending,163,163,0,0
7781,12/03/2020,Tamil Nadu,1,1,0,0
7782,13/03/2020,Tamil Nadu,1,1,0,0
7783,14/03/2020,Tamil Nadu,1,1,0,0
7784,15/03/2020,Tamil Nadu,1,1,0,0
7785,16/03/2020,Tamil Nadu,1,1,0,0
7786,17/03/2020,Tamil Nadu,1,1,0,0
7787,18/03/2020,Tamil Nadu,1,1,0,0
7788,19/03/2020,Tamil Nadu,2,1,1,0
7789,20/03/2020,Tamil Nadu,3,2,1,0
7790,21/03/2020,Tamil Nadu,3,2,1,0
7791,22/03/2020,Tamil Nadu,7,6,1,0
7792,23/03/2020,Tamil Nadu,9,8,1,0
7793,24/03/2020,Tamil Nadu,12,11,1,0
7794,25/03/2020,Tamil Nadu,15,14,1,0
7795,26/03/2020,Tamil Nadu,26,24,1,1
7796,27/03/2020,Tamil Nadu,29,27,1,1
7797,28/03/2020,Tamil Nadu,40,37,2,1
7798,29/03/2020,Tamil Nadu,42,39,2,1
7799,30/03/2020,Tamil Nadu,50,45,4,1
7800,31/03/2020,Tamil Nadu,74,69,4,1
7801,01/04/2020,Tamil Nadu,124,119,4,1
7802,02/04/2020,Tamil Nadu,234,227,6,1
7803,03/04/2020,Tamil Nadu,309,302,6,1
7804,04/04/2020,Tamil Nadu,411,404,6,1
7805,05/04/2020,Tamil Nadu,485,476,6,3
7806,06/04/2020,Tamil Nadu,571,558,8,5
7807,07/04/2020,Tamil Nadu,621,608,8,5
7808,08/04/2020,Tamil Nadu,690,664,19,7
7809,09/04/2020,Tamil Nadu,738,709,21,8
7810,10/04/2020,Tamil Nadu,834,805,21,8
7811,11/04/2020,Tamil Nadu,911,859,44,8
7812,12/04/2020,Tamil Nadu,969,915,44,10
7813,13/04/2020,Tamil Nadu,1075,1014,50,11
7814,14/04/2020,Tamil Nadu,1173,1104,58,11
7815,15/04/2020,Tamil Nadu,1204,1111,81,12
7816,16/04/2020,Tamil Nadu,1242,1110,118,14
7817,17/04/2020,Tamil Nadu,1267,1072,180,15
7818,18/04/2020,Tamil Nadu,1323,1025,283,15
7819,19/04/2020,Tamil Nadu,1372,992,365,15
7820,20/04/2020,Tamil Nadu,1477,1051,411,15
7821,21/04/2020,Tamil Nadu,1520,1046,457,17
7822,22/04/2020,Tamil Nadu,1596,943,635,18
7823,23/04/2020,Tamil Nadu,1629,949,662,18
7824,24/04/2020,Tamil Nadu,1683,911,752,20
7825,25/04/2020,Tamil Nadu,1755,867,866,22
7826,26/04/2020,Tamil Nadu,1821,838,960,23
7827,27/04/2020,Tamil Nadu,1885,841,1020,24
7828,28/04/2020,Tamil Nadu,1937,812,1101,24
7829,29/04/2020,Tamil Nadu,2058,865,1168,25
7830,30/04/2020,Tamil Nadu,2162,925,1210,27
7831,01/05/2020,Tamil Nadu,2323,1038,1258,27
7832,02/05/2020,Tamil Nadu,2526,1186,1312,28
7833,03/05/2020,Tamil Nadu,2757,1387,1341,29
7834,04/05/2020,Tamil Nadu,3023,1614,1379,30
7835,05/05/2020,Tamil Nadu,3550,2110,1409,31
7836,06/05/2020,Tamil Nadu,4058,2540,1485,33
7837,07/05/2020,Tamil Nadu,4829,3278,1516,35
7838,08/05/2020,Tamil Nadu,5409,3825,1547,37
7839,09/05/2020,Tamil Nadu,6009,4364,1605,40
7840,10/05/2020,Tamil Nadu,6535,4667,1824,44
7841,11/05/2020,Tamil Nadu,7204,5198,1959,47
7842,12/05/2020,Tamil Nadu,8002,5898,2051,53
7843,13/05/2020,Tamil Nadu,8718,6523,2134,61
7844,14/05/2020,Tamil Nadu,9227,6987,2176,64
7845,15/05/2020,Tamil Nadu,9674,7368,2240,66
7846,16/05/2020,Tamil Nadu,10108,7438,2599,71
7847,17/05/2020,Tamil Nadu,10585,6973,3538,74
7848,18/05/2020,Tamil Nadu,11224,6974,4172,78
7849,19/05/2020,Tamil Nadu,11760,7273,4406,81
7850,20/05/2020,Tamil Nadu,12448,7469,4895,84
7851,21/05/2020,Tamil Nadu,13191,7222,5882,87
7852,22/05/2020,Tamil Nadu,13967,7591,6282,94
7853,23/05/2020,Tamil Nadu,14753,7527,7128,98
7854,24/05/2020,Tamil Nadu,15512,7918,7491,103
7855,25/05/2020,Tamil Nadu,16277,7842,8324,111
7856,26/05/2020,Tamil Nadu,17082,8233,8731,118
7857,27/05/2020,Tamil Nadu,17728,8259,9342,127
7858,28/05/2020,Tamil Nadu,18545,8503,9909,133
7859,29/05/2020,Tamil Nadu,19372,8679,10548,145
7860,30/05/2020,Tamil Nadu,20246,8779,11313,154
7861,31/05/2020,Tamil Nadu,21184,9024,12000,160
7862,01/06/2020,Tamil Nadu,22333,9403,12757,173
7863,02/06/2020,Tamil Nadu,23495,10141,13170,184
7864,03/06/2020,Tamil Nadu,24586,10683,13706,197
7865,04/06/2020,Tamil Nadu,25872,11348,14316,208
7866,05/06/2020,Tamil Nadu,27256,12134,14902,220
7867,06/06/2020,Tamil Nadu,28694,12700,15762,232
7868,07/06/2020,Tamil Nadu,30152,13506,16395,251
7869,08/06/2020,Tamil Nadu,31667,14399,16999,269
7870,09/06/2020,Tamil Nadu,33229,15416,17527,286
7871,10/06/2020,Tamil Nadu,34914,16282,18325,307
7872,11/06/2020,Tamil Nadu,36841,17182,19333,326
7873,12/06/2020,Tamil Nadu,38716,17662,20705,349
7874,13/06/2020,Tamil Nadu,40698,18284,22047,367
7875,14/06/2020,Tamil Nadu,42687,18881,23409,397
7876,15/06/2020,Tamil Nadu,44661,19679,24547,435
7877,16/06/2020,Tamil Nadu,46504,20681,25344,479
7878,17/06/2020,Tamil Nadu,48019,20709,26782,528
7879,18/06/2020,Tamil Nadu,50193,21993,27624,576
7880,19/06/2020,Tamil Nadu,52334,23068,28641,625
7881,20/06/2020,Tamil Nadu,54449,23512,30271,666
7882,21/06/2020,Tamil Nadu,56845,24825,31316,704
7883,22/06/2020,Tamil Nadu,59377,25866,32754,757
7884,23/06/2020,Tamil Nadu,62087,27181,34112,794
7885,24/06/2020,Tamil Nadu,64603,28431,35339,833
7886,25/06/2020,Tamil Nadu,67468,28839,37763,866
7887,26/06/2020,Tamil Nadu,70977,30067,39999,911
7888,27/06/2020,Tamil Nadu,74622,32308,41357,957
7889,28/06/2020,Tamil Nadu,78335,33216,44094,1025
7890,29/06/2020,Tamil Nadu,82275,35659,45537,1079
7891,30/06/2020,Tamil Nadu,86224,37334,47749,1141
7892,01/07/2020,Tamil Nadu,90167,38892,50074,1201
7893,02/07/2020,Tamil Nadu,94049,39859,52926,1264
7894,03/07/2020,Tamil Nadu,98392,41050,56021,1321
7895,04/07/2020,Tamil Nadu,102721,42958,58378,1385
7896,05/07/2020,Tamil Nadu,107001,44959,60592,1450
7897,06/07/2020,Tamil Nadu,111151,46863,62778,1510
7898,07/07/2020,Tamil Nadu,114978,46836,66571,1571
7899,08/07/2020,Tamil Nadu,118594,45842,71116,1636
7900,09/07/2020,Tamil Nadu,122350,46483,74167,1700
7901,10/07/2020,Tamil Nadu,126581,46655,78161,1765
7902,11/07/2020,Tamil Nadu,130261,46108,82324,1829
7903,12/07/2020,Tamil Nadu,134226,46413,85915,1898
7904,13/07/2020,Tamil Nadu,138470,46972,89532,1966
7905,14/07/2020,Tamil Nadu,142798,48199,92567,2032
7906,15/07/2020,Tamil Nadu,147324,47915,97310,2099
7907,16/07/2020,Tamil Nadu,151820,47343,102310,2167
7908,17/07/2020,Tamil Nadu,156369,46717,107416,2236
7909,18/07/2020,Tamil Nadu,160907,47785,110807,2315
7910,19/07/2020,Tamil Nadu,165714,49455,113856,2403
7911,20/07/2020,Tamil Nadu,170693,50297,117915,2481
7912,21/07/2020,Tamil Nadu,175678,51351,121776,2551
7913,22/07/2020,Tamil Nadu,180643,51347,126670,2626
7914,23/07/2020,Tamil Nadu,186492,51765,131583,3144
7915,24/07/2020,Tamil Nadu,192964,52939,136793,3232
7916,25/07/2020,Tamil Nadu,199749,53132,143297,3320
7917,26/07/2020,Tamil Nadu,206737,52273,151055,3409
7918,27/07/2020,Tamil Nadu,213723,53703,156526,3494
7919,28/07/2020,Tamil Nadu,220716,54896,162249,3571
7920,29/07/2020,Tamil Nadu,227688,57073,166956,3659
7921,30/07/2020,Tamil Nadu,234114,57490,172883,3741
7922,31/07/2020,Tamil Nadu,239978,57962,178178,3838
7923,01/08/2020,Tamil Nadu,245859,57968,183956,3935
7924,02/08/2020,Tamil Nadu,251738,56738,190966,4034
7925,03/08/2020,Tamil Nadu,257613,56998,196483,4132
7926,04/08/2020,Tamil Nadu,263222,56698,202283,4241
7927,05/08/2020,Tamil Nadu,268285,55152,208784,4349
7928,06/08/2020,Tamil Nadu,273460,54184,214815,4461
7929,07/08/2020,Tamil Nadu,279144,53486,221087,4571
7930,08/08/2020,Tamil Nadu,285024,52759,227575,4690
7931,09/08/2020,Tamil Nadu,290907,53481,232618,4808
7932,10/08/2020,Tamil Nadu,296901,53336,238638,4927
7933,11/08/2020,Tamil Nadu,302815,53099,244675,5041
7934,12/08/2020,Tamil Nadu,308649,52810,250680,5159
